text,text_implied,target,stereotype
[': sen rejects o .. claim that legalizing illegal immigrants will help economy #illegalimmigration'],['Illegal immigrants are good for the economy.'],['illegal immigrants'],[]
['the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight'],['non-white people are inferior'],['non-white people'],[]
['the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight'],['White people either are white supremacists or in support of immigrants'],['White people'],[]
"[""black  hispanic  gay  trans  asian  not a white student union  it's why conservatism is useless  they watched as the left destroyed whiteness""]",['Democrats have destroyed white people and their identity'],['Democrats'],[]
"[""black  hispanic  gay  trans  asian  not a white student union  it's why conservatism is useless  they watched as the left destroyed whiteness""]",['Conservatives are weak and ineffectual.'],['Conservatives'],[]
['the white #workingclass is the most oppressed demographic in the #unitedstates - #wakeup #fightback'],['non-white people are oppressors'],['non-white people'],[]
['the white #workingclass is the most oppressed demographic in the #unitedstates - #wakeup #fightback'],['White people are oppressed.'],['white people'],[]
['the difference between third world countries and america is the people . think about that a minute . #trump2016 #hillary2016'],['Third world citizens are substandard'],['Third world citizens'],[]
"[""thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white""]",['Minorities kill whites'],['Minorities'],[]
"[""thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white""]",['White people in South Africa are dying.'],['white people in South Africa.'],[]
['jewish harvard professor noel ignatiev wants to abolish the white race via'],['Jews want white genocide'],['Jews'],[]
['jewish harvard professor noel ignatiev wants to abolish the white race via'],['Jewish people want to kill white people.'],['Jewish people'],[]
"['"" video : head of oslo jewish community claims norway is  """" too white """" """" via """"""']","[""Jewish people don't like white people.""]",['Jewish people'],[]
"['"" video : head of oslo jewish community claims norway is  """" too white """" """" via """"""']",['Jews are disparaging white people.'],['Jews'],[]
"['"" rt : in america any group of organized whites is going to be called  """" nazis """" """" regardless of their optics . """"""']",['non-white people are a threat'],['non-white people'],[]
"['"" rt : in america any group of organized whites is going to be called  """" nazis """" """" regardless of their optics . """"""']",['White people are Nazis.'],['white people'],[]
"[""america was founded in the principle of white supremacy chrome dome ( and there's nothing wrong with that )""]",['non-white people are less valuable'],['non-white people'],[]
"[""america was founded in the principle of white supremacy chrome dome ( and there's nothing wrong with that )""]",['White people are superior.'],['white people'],[]
['a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !'],['minorities are inferior'],['minorities'],[]
['a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !'],['People of color are inferior to white people'],['People of color'],[]
"[""i don't want to move anywhere . i want to keep britain and america white .""]",['white people rightfully own britian and america.'],['white people'],[]
"[""i don't want to move anywhere . i want to keep britain and america white .""]",['White people are good for Britain and America.'],['white people'],[]
['former black ou football player pimps his former white ou cheerleader girlfriend for $ 200 via'],['Black people are pimps'],['black people'],[]
['former black ou football player pimps his former white ou cheerleader girlfriend for $ 200 via'],['Blacks are self-serving.'],['Blacks'],[]
"['"" and after they are done fighting the other muslims ? they come after us .  """" do some reading """" """" ! ! """"""']",['Muslims are violent.'],['Muslims'],[]
"['"" and after they are done fighting the other muslims ? they come after us .  """" do some reading """" """" ! ! """"""']",['Muslims want to dominate others'],['Muslims'],[]
['it goes way deeper than skin . racial iq  k / r selection  evolutionary psychology  etc .'],['Minorities are inferior'],['Minorities'],[]
['it goes way deeper than skin . racial iq  k / r selection  evolutionary psychology  etc .'],['non-white people are genetically inferior'],['non-white people'],[]
['milo literally said he lost his virginity when he was 15 in a 5some.poz af .'],['Homossexuals are perverted'],['Homossexuals'],[]
['milo literally said he lost his virginity when he was 15 in a 5some.poz af .'],['Homossexuals are perverted'],['Homossexuals'],[]
['you expect them to tolerate anti-white terrorists ?'],['anti-white terrorism'],['whites'],[]
['come on  hedd ! you know white people arent allowed to identify and associate based on race ! only blacks  asians  jews and mestizos can do that ! we have to help all people ! even if they hate our guts ! its almost as if were called upon to be better than them ...'],['Minorities hold double standards for whites'],['Minorities'],[]
['come on  hedd ! you know white people arent allowed to identify and associate based on race ! only blacks  asians  jews and mestizos can do that ! we have to help all people ! even if they hate our guts ! its almost as if were called upon to be better than them ...'],['Minorities are hateful'],['Minorities'],[]
['they need to lead the army in there and arrest anyone with gang tats  clothes  illegal fir'],['Minorities are violent gang members.'],['Minorities'],[]
['the #us #education system discourages critical thinking skills . hence the ignorant hate that persists against #hitler & national-socialism .'],['Minorities are subpar races'],['Minorities'],[]
['indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via'],['Muslims are violent murderers'],['Muslims'],[]
['indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via'],['Muslims want to kill Christians'],['Muslims'],[]
"['"" you brought up race . i didn\'t . you claimed our pro-freedom ads were  """" racist . """" """" it\'s """" """" racist """" """" to resist jihad terror ? """"""']",['Muslims are terrorists'],['Muslims'],[]
