id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
48,Corriere Adriatico,"Giulia Cecchettin, la sorella Elena contro Matteo Salvini: «Non colpevole perché bianco e di buona famiglia? Questa è violenza di Stato»",Questa mi sembra Ilaria Cucchi 2,"Come Ilaria Cucchi, anche Elena Cecchettin strumentalizza l'omicidio della sorella.",,,,,
49,Leggo,"Giulia Cecchettin, l'avvocato di Filippo Turetta: «Credo a una lite finita male. L'amava, le faceva i biscotti»",ma che lui possa avere dei motivi nessuno ci pensa vero?,il femminicidio è giustificato se l'assassino aveva dei motivi.,,,,,
50,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»",Le decisioni non vanno prese con leggerezza specialmente se le persone non le conosci in poche parole se la sono andate in cerca non x questo i violentatori non devono essere puniti subito castrazione,,,,,,
51,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»","Sono una madre ma sono stata ragazza anch'io..e le regole che impartivano i genitori di allora dovrebbero essere valide anche oggi. Non fidarsi di sconosciuti e, imparare ad autoregolarsi",,,,,,
52,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»",Io metterei dentro sie i ragazzi che le ragazze Si drogano bevono poi piangono tutti lacrime di coccodrillo,,,,,,
53,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»","Ma come si fa ad essere così ingenue, datevi una svegliata io non capisco i giovani d'oggi.",,"victim blaming, conservative limiting","Ma come si fa ad essere così ingenue, datevi una svegliata",io non capisco i giovani d'oggi.,,
54,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»",Ma ste ragazze la finiscano !!! Sono tanto (sveglie) allora li dimostrino,,"victim blaming, derogatory and belittling",Ma ste ragazze la finiscano !!! Sono tanto (sveglie) allora li dimostrino,"Ma ste ragazze la finiscano !!!, Sono tanto (sveglie) allora li dimostrino",,
55,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»","Ma possibile che siano diventati tutti peggio delle bestie?nn c'è proprio più rispetto per l'altro? Si pensa solo a fare le caxxate? Violenza, alcool e eccessi.... solo questo li diverte? Per fortuna che nn saranno tutti così...",,,,,,
56,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»",Il problema è che le ragazze sono attratte da questi elementi !!!,"in caso di stupro la colpa è delle donne perché sono attratte da uomini che si rivelano violenti, e non sono invece attratte dai ""bravi ragazzi"".",,,,,
57,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»",Adesso me ne direte di tutti colori!!!ma come si fa ad andare a una festa con persone che si conoscono in chat !!ma le regole base a queste ragazze non sono state nemmeno spiegate? Viviamo in un mondo allo sbando,,"conservative limiting, double standard",come si fa ad andare a una festa con persone che si conoscono in chat !!ma le regole base a queste ragazze non sono state nemmeno spiegate?,ma le regole base a queste ragazze non sono state nemmeno spiegate?,,
58,AnconaToday,"La festa in piscina finisce in stupro, notte horror per due 20enni. «Mi sono svegliata con un ragazzo sopra di me»","Vivete in un mondo senza probizionismo, non vedete il pericolo oste sempre di più, spero x te che erano sani altrimenti ti sei rovinata x tutta la vita",,,,,,
59,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)",AZZO aveva imparato bene la poesia !!,,,,,,
60,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)",Ho avuto la stessa impressione anch’io…..sicuramente diventerà una leader Pd. Anche il padre della vittima è un uomo,,,,,,
61,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)","Primo non si generalizza !tutti gli uomini Cosa vuol dire? poi questa ragazza non convince ,come non convince il padre, la loro freddezza ,il loro distacco! non capisco cosa ci ci può essere dietro a questa cosa!",,rejection of feminism,tutti gli uomini Cosa vuol dire? poi questa ragazza non convince,,,
62,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)","Infatti questa intervista h sollevato molti scalpore fra la gente è stata fatta ad hoc già vedere una tipa così mi da l impressione di una sinistroide perfetta sul vestire e parlare ho detto subito che stare in TV 2 ore a parlare senza mai fare una lacrima ma ogni tanto lanciare un sorriso questo mi fa riflettere, tutta una sceneggiata per arrivare ad un qualcosa vedrete che fra un po di tempo con la scusa che è la sorella della povera Giulia questa entrerà in politica schierata con la sinistra comunista,una ragazza che tira in ballo Salvini e la destra dice tutto.",,,,,,
63,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)",Tra l’altro era al corrente che questo ragazzo perseguitava la sorella … perché non l’ha aiutata ? Perche non l’ha protetta??,,"victim blaming, derogatory and belittling, rejection of feminism, whataboutism",era al corrente che questo ragazzo perseguitava la sorella … perché non l’ha aiutata ? Perche non l’ha protetta??,"non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente., Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita.,","Società patriarcale?? Cultura dello stupro??, Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale, Sembra una che recita una parte",quella felpa con certi simboli satanici aiuta a capire molto
64,Stefano Valdegamberi,"Ho ascoltato a Dritto e Rovescio le dichiarazioni della sorella di Giulia. Posso dire che non solo non mi hanno convinto per la freddezza ed apaticità di fronte a una tragedia così grande ma mi hanno sollevato dubbi e sospetti che spero i Magistrati valutino attentamente. Non condivido affatto la dichiarazione che ha fatto. Mi sembra un messaggio ideologico, costruito ad hoc, pronto per la recita. E poi quella felpa con certi simboli satanici aiuta a capire molto…spero che le indagini facciano chiarezza. Società patriarcale?? Cultura dello stupro?? Qui c’è dell’altro? Basta andare a vedere i suoi social e i dubbi diventano certezze. Il tentativo di quasi giustificare l'omicida dando la responsabilità alla ""società patriarcale"". Più che società patriarcale dovremmo parlare di società satanista, cara ragazza. Sembra una che recita una parte di un qualcosa predeterminato e precostituito. Forse mi sbaglio ed è solo la mia suggestione... (le foto che pubblico sono tratte dal profilo facebook della sorella intervistata e sono molto significative)",Onestamente sembra che sia stata IMBECCATA ad hoc. Una ragazzina di 23 anni che fa quasi politica.,,,,,,
